Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link 
Senior BI Developer,Excel Systems,"Sheikh Zayed, Giza, Egypt",2 months ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3+ Yrs of Exp · SSIS · Microsoft Power BI · BI technologies · ETL · OLAP · BI Developer · Oracle BI · SQL queries,https://wuzzuf.net/jobs/p/nz5t1gW4cWaM-Senior-BI-Developer-Excel-Systems-Giza-Egypt?o=316&l=sp&t=sj&a=data%20science|search-v3|hpb
Implementation Engineer,Trufla,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2+ Yrs of Exp Processing · JIRA · AWS Cloud · CI/CD · JavaScript Data Processing · React · Linux OS · Implementation,https://wuzzuf.net/jobs/p/q7jk9fPXmXT8-Implementation-Engineer-Trufla-Cairo-Egypt?o=317&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Java Developer (Backend),Aman,"Giza, Egypt",26 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 3 Yrs of Exp Computer Science · Information Technology (IT) · Computer Engineering · HTML · MVC · CSS · SQL · XML,https://wuzzuf.net/jobs/p/yWDnuccOpHK2-Senior-Java-Developer-Backend-Aman-Giza-Egypt?o=318&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior ERP Application Consultant,Rednet It Services,"Cairo, Egypt",22 days ago,Full Time,Experienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · 7+ Yrs of Exp · Information Technology (IT) · ERP · Accounting · Microsoft SQL Server · C#.Net · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/QoEiIT62juhj-Senior-ERP-Application-Consultant-Rednet-It-Services-Cairo-Egypt?o=319&l=sp&t=sj&a=data%20science|search-v3|hpb
 IT Specialist,IRSC,"Mokattam, Cairo, Egypt",26 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 3 - 4 Yrs of Exp · computer · IT · Security · Computer Systems Computer Science · Computer Engineering · Installation,https://wuzzuf.net/jobs/p/Yr7DbBo5MGba-%C2%A0IT-Specialist-IRSC-Cairo-Egypt?o=320&l=sp&t=sj&a=data%20science|search-v3|hpb
Junior Application Consultant- ERP,Rednet It Services,"Cairo, Egypt",22 days ago,Full Time,Entry Level · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · 1 - 5 Yrs of Exp · Information Technology (IT) · ERP · Accounting · Microsoft SQL Server · Project Management · Technical Support · Problem Solving,https://wuzzuf.net/jobs/p/oITfQfPZY1O2-Junior-Application-Consultant--ERP-Rednet-It-Services-Cairo-Egypt?o=321&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Android Developer,Genwin,"Obour City, Cairo, Egypt",22 days ago,Full Time - Work From Home,Experienced · IT/Software Development · Engineering - Telecom/Technology · 6+ Yrs of Exp · Information Technology (IT) Computer Science · Agile · Git · MySQL · AJAX · JSQN · XML,https://wuzzuf.net/jobs/p/bRcBLzdJ6VeN-Senior-Android-Developer-Genwin-Cairo-Egypt?o=322&l=sp&t=sj&a=data%20science|search-v3|hpb
Ruby ON Rails Developer -Cairo,International Advanced,"Nasr City, Cairo, Egypt",26 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 4 Yrs of Exp · APIs Computer Science · Information Technology (IT) · Ruby on Rails · Ruby · Software Engineering · Software Development · Software,https://wuzzuf.net/jobs/p/SMLB1mvg839G-Ruby-ON-Rails-Developer--Cairo-International-Advanced-Cairo-Egypt?o=323&l=sp&t=sj&a=data%20science|search-v3|hpb
Sr. Oracle Database Administrator,Confidential,"Helwan, Cairo, Egypt",22 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 3+ Yrs of Exp · Information Technology (IT) · Databases · EBS · Oracle · Oracle DB · PL/SQL · SQL,https://wuzzuf.net/jobs/p/qjvkz5mvyWmK-Sr-Oracle-Database-Administrator-Cairo-Egypt?o=324&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Machine Learning Engineer - Giza,AFKAR Technology,"Giza, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3+ Yrs of Exp Computer Science · SQL · Python · TensorFlow · Training · Statistics · Programming · NLP,https://wuzzuf.net/jobs/p/Cp1Y9BFgCAws-Senior-Machine-Learning-Engineer---Giza-AFKAR-Technology-Giza-Egypt?o=325&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior/Lead Test Automation Developer - (Relocation To Croatia),GlobalLogic Croatia d.o.o.,"Zagreb, Croatia",25 days ago,Full Time,Manager · IT/Software Development · Quality · Engineering - Telecom/Technology · 5+ Yrs of Exp · Quality Assurance · Software Testing · Selenium · Automation · Agile · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/oi4bhxvZK5l4-SeniorLead-Test-Automation-Developer---Relocation-To-Croatia-GlobalLogic-Zagreb-Croatia?o=326&l=sp&t=sj&a=data%20science|search-v3|hpb
Web Developer,EGYTORC,"Haram, Giza, Egypt",23 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · JavaScript · PHP · Software Development · .Net · ASP.Net Computer Science · CSS · HTML,https://wuzzuf.net/jobs/p/eyr38uUIFfqs-Web-Developer-EGYTORC-Giza-Egypt?o=327&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior IT Infrastructure Engineer,Rasan,"Nasr City, Cairo, Egypt",21 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 6 - 10 Yrs of Exp · Support · Information Technology (IT) · Communication · Software Development · Network Infrastructure Computer Science · Automation,https://wuzzuf.net/jobs/p/c7gaPvwcQyUz-Senior-IT-Infrastructure-Engineer-Rasan-Cairo-Egypt?o=328&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Rust Developer,Tech SquAd,"6th of October, Giza, Egypt",26 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4 - 7 Yrs of Exp · Software · Software Development · Rust Computer Science · Software Engineering · Information Technology (IT) · Engineering,https://wuzzuf.net/jobs/p/bLBCrtdrYGHk-Senior-Rust-Developer-Tech-SquAd-Giza-Egypt?o=329&l=sp&t=sj&a=data%20science|search-v3|hpb
Full Stack Developer,Nexta,"Cairo, Egypt",26 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp Computer Science · front-end · CSS · Software Development · HTML · HTML5 · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/a8P0ASfr91XF-Full-Stack-Developer-Nexta-Cairo-Egypt?o=330&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Business Analyst,Caelum Egypt,"Dokki, Giza, Egypt",2 months ago,Full Time,Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · 5+ Yrs of Exp · Business Analysis · Information Technology (IT) Computer Science · Analysis · Business · Software · Analytical,https://wuzzuf.net/jobs/p/nlRajlgGuUBO-Senior-Business-Analyst-Caelum-Egypt-Giza-Egypt?o=331&l=sp&t=sj&a=data%20science|search-v3|hpb
Software Tester - French speaker,QCENTRIS,"Zamalek, Cairo, Egypt",24 days ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 0 - 3 Yrs of Exp · Computer Engineering Computer Science · Engineering · French · Software Testing · Testing · Soapui · Jenkins,https://wuzzuf.net/jobs/p/PsCcsWNjzjKp-Software-Tester---French-speaker-QCENTRIS-Cairo-Egypt?o=332&l=sp&t=sj&a=data%20science|search-v3|hpb
Software Tester - German,QCENTRIS,"Zamalek, Cairo, Egypt",24 days ago,Full Time,Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · 0 - 3 Yrs of Exp · German · Software Testing · Testing Computer Science · Information Technology · Engineering · Selenium,https://wuzzuf.net/jobs/p/GkWgaitoJEHp-Software-Tester---German-QCENTRIS-Cairo-Egypt?o=333&l=sp&t=sj&a=data%20science|search-v3|hpb
DevOps Engineer,Genovity,"6th of October, Giza, Egypt",22 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2+ Yrs of Exp · Ansible · CI/CD · Azure · DevOps · Git · JIRA · Kubernetes · Gitlab,https://wuzzuf.net/jobs/p/WQRpDKWKBCjD-DevOps-Engineer-Genovity-Giza-Egypt?o=334&l=sp&t=sj&a=data%20science|search-v3|hpb
Plant Pathology & Pesticide Researcher,Chitosan.egypt,"Giza, Giza, Egypt",26 days ago,Internship,Entry Level · R&D/Science · Analyst/Research · Pharmaceutical · Chitosan · Marketing Research · Pesticide · Plant Pathology · Agriculture · R&D · Organic Agriculture,https://wuzzuf.net/jobs/p/UGAkzvQLmvCu-Plant-Pathology-Pesticide-Researcher-Chitosan-egypt-Giza-Egypt?o=335&l=sp&t=sj&a=data%20science|search-v3|hpb
ChatBot Developer,Perfect Presentation,"6th of October, Giza, Egypt",23 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2+ Yrs of Exp · Chatbots Computer Science · Information Technology (IT) · Software Engineering,https://wuzzuf.net/jobs/p/VLUHUSA8cIJh-ChatBot-Developer-Perfect-Presentation-Giza-Egypt?o=336&l=sp&t=sj&a=data%20science|search-v3|hpb
Quality Assurance Associate - German Speaker,Expleo,"Maadi, Cairo, Egypt",23 days ago,Full Time,Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · 1 - 3 Yrs of Exp · Quality Assurance · Communication Skills · German · English · QA · Quality · Unit Testing,https://wuzzuf.net/jobs/p/5JtRcn6J590v-Quality-Assurance-Associate---German-Speaker-Expleo-Cairo-Egypt?o=337&l=sp&t=sj&a=data%20science|search-v3|hpb
PHP Full Stack Developer,Automated Systems,"Maadi, Cairo, Egypt",23 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · Development · front-end · Git · Information Technology (IT) · OOP · PHP · Software · Software Development,https://wuzzuf.net/jobs/p/qyJOihy9zsuo-PHP-Full-Stack-Developer-Automated-Systems-Cairo-Egypt?o=338&l=sp&t=sj&a=data%20science|search-v3|hpb
Devops Engineer,Beyond Solution,"Maadi, Cairo, Egypt",25 days ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 1 - 3 Yrs of Exp · Agile · DevOps · Docker · CI/CD · Linux · Python · Engineering Computer Science,https://wuzzuf.net/jobs/p/TK74Y0tMZizR-Devops-Engineer-Beyond-Solution-Cairo-Egypt?o=339&l=sp&t=sj&a=data%20science|search-v3|hpb
IT System Administrator,Sykes Enterprises,"Cairo, Egypt",25 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 2 - 5 Yrs of Exp · CCNA · computer · Computer Engineering Computer Science · Engineering · English · Information Technology (IT),https://wuzzuf.net/jobs/p/L77WvHUyZR5s-IT-System-Administrator-Sykes-Enterprises-Cairo-Egypt?o=340&l=sp&t=sj&a=data%20science|search-v3|hpb
Sales Executive (Fresh Graduates),Bonbell,"Nasr City, Cairo, Egypt",25 days ago,Full Time,"Entry Level · Sales/Retail · 1 - 2 Yrs of Exp · Sales · FMCG · Software · SaaS · Hotel, Restaurant, Cafe · Sales Target Computer Science · Communication skills",https://wuzzuf.net/jobs/p/OH7roTzAklNB-Sales-Executive-Fresh-Graduates-Bonbell-Cairo-Egypt?o=341&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Oracle Developer,DMS,"Heliopolis, Cairo, Egypt",2 months ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4 - 5 Yrs of Exp Base · OCA · OCP Oracle Database · Oracle Application Server · Oracle Development · Oracle 6i PL/SQL · Oracle 10g PL/SQL Data Base,https://wuzzuf.net/jobs/p/fzvswKK1PEwM-Senior-Oracle-Developer-DMS-Cairo-Egypt?o=342&l=sp&t=sj&a=data%20science|search-v3|hpb
PHP Developer,Eshra7ly,"Maadi, Cairo, Egypt",1 month ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 0 - 2 Yrs of Exp · PHP · JavaScript · CSS · HTML · Web Development · Laravel · Software Development · Information Technology (IT),https://wuzzuf.net/jobs/p/JJJ0L8Ok8wnl-PHP-Developer-Eshra7ly-Cairo-Egypt?o=343&l=sp&t=sj&a=data%20science|search-v3|hpb
information Technology Manager,eelu,"Dokki, Giza, Egypt",24 days ago,Full Time,Manager · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · 20+ Yrs of Exp · Information technology · Project Management · Computer Engineering Computer Science,https://wuzzuf.net/jobs/p/7XJlQYyYGaoU-information-Technology-Manager-eelu-Giza-Egypt?o=344&l=sp&t=sj&a=data%20science|search-v3|hpb
Odoo Functional Consultant,Nana,"Sheraton, Cairo, Egypt",24 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 5+ Yrs of Exp · Accounting · Business Administration · Oracle · Testing · ERP · EBS · Functional · Information Technology (IT),https://wuzzuf.net/jobs/p/nqMkHra0r8RV-Odoo-Functional-Consultant-Nana-Cairo-Egypt?o=345&l=sp&t=sj&a=data%20science|search-v3|hpb
Medical Underwriter,Libano Suisse Takaful Egypt,"Cairo, Egypt",1 month ago,Full Time,Entry Level · Accounting/Finance · 0 - 1 Yrs of Exp · Insurance Financial Data Analysis · Microsoft Office · Accounting,https://wuzzuf.net/jobs/p/fQT6JlCjx9zz-Medical-Underwriter-Libano-Suisse-Takaful-Egypt-Cairo-Egypt?o=346&l=sp&t=sj&a=data%20science|search-v3|hpb
chat-bot Developer - India,Hakaya,"New Delhi, India",30 days ago,Full Time - Part Time - Work From Home,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 5 Yrs of Exp · chatbot · AI Computer Science · English · Information Technology (IT) · Python · REST · Software Development,https://wuzzuf.net/jobs/p/ks5MVpVZAr5D-chat-bot-Developer---India-Hakaya-New-Delhi-India?o=347&l=sp&t=sj&a=data%20science|search-v3|hpb
Quality Manager,Felix Print,"10th of Ramadan City, Sharqia, Egypt",26 days ago,Full Time,Manager · Creative/Design/Art · Operations/Management · Quality · 15 - 18 Yrs of Exp · Engineering · quality · Quality Control · Quality Assurance Sciences · excel · computer,https://wuzzuf.net/jobs/p/tvPrCiiUrVoA-Quality-Manager-Felix-Print-Sharqia-Egypt?o=348&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior BI Developer,Softec Technologies,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · 5 - 7 Yrs of Exp · Information Technology (IT) · BI · #Software · SQL Computer Science · OLAP · SSRS,https://wuzzuf.net/jobs/p/kYeDWjPfhEpG-Senior-BI-Developer-Softec-Technologies-Cairo-Egypt?o=349&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Test Engineer,Network International Egypt,"Dokki, Giza, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · 4 - 10 Yrs of Exp · Testing Computer Science · Automation,https://wuzzuf.net/jobs/p/mH94gEHISxKt-Senior-Test-Engineer-Network-International--Egypt-Giza-Egypt?o=350&l=sp&t=sj&a=data%20science|search-v3|hpb
Full Stack Java Developer,Systems Limited,"Cairo, Egypt",24 days ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 1 - 5 Yrs of Exp · Java · MongoDB · MySQL · JUnit · Mockito · Jenkins · spinnaker · Docker,https://wuzzuf.net/jobs/p/2Awj2jwiWiPC-Full-Stack-Java-Developer-Systems-Limited-Cairo-Egypt?o=351&l=sp&t=sj&a=data%20science|search-v3|hpb
Product Owner,Centro CDX,"Maadi, Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · 2+ Yrs of Exp · Agile · business Computer Science · Development · Engineering · Information Technology (IT) · Management,https://wuzzuf.net/jobs/p/Hu9iv5QYnVrr-Product-Owner-Centro-CDX-Cairo-Egypt?o=352&l=sp&t=sj&a=data%20science|search-v3|hpb
Flutter Developer,Shary,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp · flutter · Information Technology (IT) · iOS · Android · Software Development Computer Science · Development · Mobile Development,https://wuzzuf.net/jobs/p/PqvkGA45an0X-Flutter-Developer-Shary-Cairo-Egypt?o=353&l=sp&t=sj&a=data%20science|search-v3|hpb
UI UX Developer,DevartLab,"Cairo, Egypt",1 month ago,Full Time,Experienced · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · 2 - 5 Yrs of Exp · adobe · Adobe XD Computer Science · Design · Information Technology (IT) · UX · UI,https://wuzzuf.net/jobs/p/7UXZlhCPgQbY-UI-UX-Developer-DevartLab-Cairo-Egypt?o=354&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior iOS Developer,Smartpan,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · Information Technology (IT) · iOS · Software Engineering Computer Science · Engineering · APIs · Git · JSON,https://wuzzuf.net/jobs/p/7KQYL6WlzXC3-Senior-iOS-Developer-Smartpan-Cairo-Egypt?o=355&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Backend Developer,HOLOULYIT,"New Cairo, Cairo, Egypt",25 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · backend · Software Development Computer Science · Information Technology (IT) · Software Engineering · Bugs · Writing · Software engineer,https://wuzzuf.net/jobs/p/pzBfUcMWnIvb-Senior-Backend-Developer-HOLOULYIT-Cairo-Egypt?o=356&l=sp&t=sj&a=data%20science|search-v3|hpb
Junior Full Stack Developer,Cashcall,"Maadi, Cairo, Egypt",29 days ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 0 - 1 Yrs of Exp · Startup · Information Technology (IT) · Telecommunication Computer Science · Full Stack · ITI · Java · Programming,https://wuzzuf.net/jobs/p/xpoX8JwEMMpi-Junior-Full-Stack-Developer-Cashcall-Cairo-Egypt?o=357&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Cost Control Engineer,Redcon Spain,"Heliopolis, Cairo, Egypt",25 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 5 - 7 Yrs of Exp · Cost · Cost Control · cost control engineer · Information Technology (IT) · Quality Control Computer Science,https://wuzzuf.net/jobs/p/tk2RI6FLzZRf-Senior-Cost-Control-Engineer-Redcon-Spain-Cairo-Egypt?o=358&l=sp&t=sj&a=data%20science|search-v3|hpb
System Analyst,Qsource,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · 3 - 4 Yrs of Exp Analysis · System Analysis Data Analysis · System Integration · Software Development · Business Analysis · Information Technology (IT) · Computer Engineering,https://wuzzuf.net/jobs/p/oHtxxVyhOcFT-System-Analyst-Qsource-Cairo-Egypt?o=359&l=sp&t=sj&a=data%20science|search-v3|hpb
Microsoft Dynamics AX Consultant (Finance),Confidential,"6th of October, Giza, Egypt",27 days ago,Full Time,Experienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · Microsoft Dynamics · Microsoft Dynamics AX · Business Administration · Finance Computer Science · Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/gy5OP9YwGXDI-Microsoft-Dynamics-AX-Consultant-Finance-Giza-Egypt?o=360&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Security Engineer,Ibn Sina Pharma,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 4 - 6 Yrs of Exp · CCNP · Communication · computer Computer Science · Engineering · Information Technology (IT) · Networks,https://wuzzuf.net/jobs/p/RKGEsskL6jio-Senior-Security-Engineer-Ibn-Sina-Pharma-Cairo-Egypt?o=361&l=sp&t=sj&a=data%20science|search-v3|hpb
QC Supervisor,Hikma Pharmaceuticals,"Badr City, Cairo, Egypt",1 month ago,Full Time,Manager · Quality · Analyst/Research · 6 - 8 Yrs of Exp · QC · Quality Control · quality Science · Pharmaceutical · Laboratory · cGMP,https://wuzzuf.net/jobs/p/AFVQiPhhEYSI-QC-Supervisor-Hikma-Pharmaceuticals-Cairo-Egypt?o=362&l=sp&t=sj&a=data%20science|search-v3|hpb
System Analyst,Alrayda Elkobra,"Moharam Bek, Alexandria, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · 4+ Yrs of Exp · Analyst · Business Analysis · System Analysis · System Analyst Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/FmyLsfHgNJlX-System-Analyst-Alrayda-Elkobra-Alexandria-Egypt?o=363&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior React Native Developer,Our Education,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · 2 - 4 Yrs of Exp · Information Technology (IT) · Software Development · javaScript · React Native · Android · React Computer Science,https://wuzzuf.net/jobs/p/P43Et0uNQsp2-Senior-React-Native-Developer-Our-Education-Cairo-Egypt?o=364&l=sp&t=sj&a=data%20science|search-v3|hpb
UX Developer,FlairsTech,"Cairo, Egypt",30 days ago,Full Time,Experienced · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · HTML · UX · CSS Computer Science · Visual Design · Zeplin · InVision,https://wuzzuf.net/jobs/p/6K3UZ68KYpOS-UX-Developer-FlairsTech-Cairo-Egypt?o=365&l=sp&t=sj&a=data%20science|search-v3|hpb
Network Engineer,Capital IT,"Nasr City, Cairo, Egypt",30 days ago,Full Time,Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 1 - 2 Yrs of Exp · Cisco · CCNA · Networking · CCNP · Networks · aruba Computer Science,https://wuzzuf.net/jobs/p/Zzr3YGfAfo3b-Network-Engineer-Capital-IT-Cairo-Egypt?o=366&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior PHP Developer (Laravel),Our Education,"Nasr City, Cairo, Egypt",1 month ago,Full Time - Volunteering,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · PHP Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript,https://wuzzuf.net/jobs/p/kKPHGd6wJxrK-Senior-PHP-Developer-Laravel-Our-Education-Cairo-Egypt?o=367&l=sp&t=sj&a=data%20science|search-v3|hpb
Flutter Developer,DEVOPSolution,"Nasr City, Cairo, Egypt",26 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2+ Yrs of Exp · Information Technology (IT) · Flutter · Software Development · Android · RESTful · APIs · Development · Flutter Development,https://wuzzuf.net/jobs/p/CAlGPLBbenKX-Flutter-Developer-DEVOPSolution-Cairo-Egypt?o=368&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Full Stack Developer (Node Js),Smart Link,"Heliopolis, Cairo, Egypt",26 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 7 Yrs of Exp Computer Science · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/u3o0Rbyvqi7Z-Senior-Full-Stack-Developer-Node-Js-Smart-Link-Cairo-Egypt?o=369&l=sp&t=sj&a=data%20science|search-v3|hpb
Software Technical Lead,Reach,"New Cairo, Cairo, Egypt",26 days ago,Full Time - Work From Home,Manager · IT/Software Development · Engineering - Telecom/Technology · 3 - 7 Yrs of Exp · AWS Computer Science · Engineering · Information Technology (IT) · Laravel · Node Js · Node.js · React,https://wuzzuf.net/jobs/p/eMDBGYNLN2l1-Software-Technical-Lead-Reach-Cairo-Egypt?o=370&l=sp&t=sj&a=data%20science|search-v3|hpb
Associate System Engineer,URANIUM,"Maadi, Cairo, Egypt",26 days ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 1 - 2 Yrs of Exp · DNS · DHCP · Networking · Troubleshooting · Administration · Admin · SQL · MCSA,https://wuzzuf.net/jobs/p/LEjHM2mXfs8i-Associate-System-Engineer-URANIUM-Cairo-Egypt?o=371&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Technical Support Specialist,Reportage Egypt Real Estate Development,"New Cairo, Cairo, Egypt",1 month ago,Part Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 7 Yrs of Exp · Information Technology (IT) · Technical Support · Microsoft Certified IT Professional · Microsoft Windows · Laptop Maintenance Computer Science · Computer Systems · Engineering,https://wuzzuf.net/jobs/p/CJcu3MVdA69f-IT-Technical-Support-Specialist-Reportage-Egypt-Real-Estate-Development-Cairo-Egypt?o=372&l=sp&t=sj&a=data%20science|search-v3|hpb
Full Stack Developer,3S Software,"Nasr City, Cairo, Egypt",30 days ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 1 - 3 Yrs of Exp · MySQL · MVC · Information Technology (IT) · JavaScript · HTML5 · HTML · API · SQL Server Reporting Services,https://wuzzuf.net/jobs/p/bMAxxZeXDSIB-Full-Stack-Developer-3S-Software-Cairo-Egypt?o=373&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Python Engineer,Brainology,"Cairo, Egypt",27 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 7+ Yrs of Exp · Python Computer Science · Information Technology (IT) · Engineering · Software Development,https://wuzzuf.net/jobs/p/uvNTgDcNiG94-Senior-Python-Engineer-Brainology-Cairo-Egypt?o=374&l=sp&t=sj&a=data%20science|search-v3|hpb
Backend Developer,Perfect Presentation,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 5+ Yrs of Exp · .Net · ASP.Net · Development · Software · Software Engineering · Software Development Computer Science · Docker,https://wuzzuf.net/jobs/p/lPMBt8qYnhj1-Backend-Developer-Perfect-Presentation-Giza-Egypt?o=375&l=sp&t=sj&a=data%20science|search-v3|hpb
Tech Manager,NaTakallam,"Beirut, Lebanon",1 month ago,Freelance / Project - Work From Home,Manager · IT/Software Development · Engineering - Telecom/Technology · 5 - 10 Yrs of Exp · Information Technology (IT) · Management · Front End · WordPress Computer Science · Back End · Amelia Plugin · Software Development,https://wuzzuf.net/jobs/p/5B8VTIVaf7Xf-Tech-Manager-NaTakallam-Beirut-Lebanon?o=376&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Java Developer,AFKAR Technology,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3+ Yrs of Exp Computer Science · HTML5 · Design · CSS3 · AngularJS · Information Technology (IT) · JavaScript · React,https://wuzzuf.net/jobs/p/Imoj1TB265qN-Senior-Java-Developer-AFKAR-Technology-Cairo-Egypt?o=377&l=sp&t=sj&a=data%20science|search-v3|hpb
Web Developer,Flojics,"Alexandria, Egypt",1 month ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 0 - 2 Yrs of Exp Computer Science · HTML5 · Information Technology (IT) · JavaScript · Web Development · Angular · CSS3 · jQuery,https://wuzzuf.net/jobs/p/8f1Wb2ZpZhZ6-Web-Developer-Flojics-Alexandria-Egypt?o=378&l=sp&t=sj&a=data%20science|search-v3|hpb
