Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link 
Senior Business Intelligence Developer,WEmng,"Giza, Egypt",11 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · Performance Computer Science · Design · Information Technology (IT) · Installation · Modeling · Configuration · Performance Tuning,https://wuzzuf.net/jobs/p/52vUn0nTQtJJ-Senior-Business-Intelligence-Developer-WEmng-Giza-Egypt?o=149&l=sp&t=sj&a=data%20science|search-v3|hpb
"Quality Control Tester- Riyadh,KSA",Confidential,"Riyadh, Saudi Arabia",21 days ago,Full Time,Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · 2 - 4 Yrs of Exp · ISTQB · QC · Quality Control · Testing · Test Cases · Agile · Software Testing,https://wuzzuf.net/jobs/p/YSVgQri2vAUT-Quality-Control-Tester--RiyadhKSA-Riyadh-Saudi-Arabia?o=150&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Software Tester,Expert Apps,"Maadi, Cairo, Egypt",2 days ago,Full Time,Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · 4 - 6 Yrs of Exp Computer Science · Information Technology (IT) · Automation · Integration · Performance · JMeter · Performance Testing,https://wuzzuf.net/jobs/p/xtbO8f9g0NFg-Senior-Software-Tester-Expert-Apps-Cairo-Egypt?o=151&l=sp&t=sj&a=data%20science|search-v3|hpb
Sales Manager,dkt Egypt,"Cairo, Egypt",2 days ago,Full Time,Manager · Medical/Healthcare · Sales/Retail · Pharmaceutical · 7 - 10 Yrs of Exp · Pharmacy · Sales · Manager · Pharmaceutical · Medical · MEDICINE · sales skills,https://wuzzuf.net/jobs/p/l3GB1vw1eViO-Sales-Manager-dkt-Egypt-Cairo-Egypt?o=152&l=sp&t=sj&a=data%20science|search-v3|hpb
System Engineer,Perfect Presentation,"6th of October, Giza, Egypt",2 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 5+ Yrs of Exp · Computer Engineering Computer Science · Engineering · Information technology · Information Technology (IT) · Troubleshooting · Active Directory · Vmware,https://wuzzuf.net/jobs/p/6KHaW90Mvgdt-System-Engineer-Perfect-Presentation-Giza-Egypt?o=153&l=sp&t=sj&a=data%20science|search-v3|hpb
Sharepoint Developer,ITS,"Cairo, Egypt",2 days ago,Freelance / Project,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4 - 12 Yrs of Exp · Sharepoint · Sharepoint 2010 · Software Development Computer Science · Information Technology (IT) · Communication skills,https://wuzzuf.net/jobs/p/YdzbAL9kJlRc-Sharepoint-Developer-ITS-Cairo-Egypt?o=154&l=sp&t=sj&a=data%20science|search-v3|hpb
Cloud Solutions Engineer,Ashtar.app,"Maadi, Cairo, Egypt",3 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 2 - 4 Yrs of Exp · Cloud · Engineering · Information Technology (IT) · Linux · Networking Computer Science · Telecom Engineering,https://wuzzuf.net/jobs/p/qLAoZdk2cUlo-Cloud-Solutions-Engineer-Ashtar-app-Cairo-Egypt?o=155&l=sp&t=sj&a=data%20science|search-v3|hpb
Cross-Platform Mobile Developer (Flutter),Confidential,"Giza, Giza, Egypt",3 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 7 Yrs of Exp · Android Computer Science · Cross-platform · Engineering · Information Technology (IT) · Software Development · Software Engineering · APIs,https://wuzzuf.net/jobs/p/IxKLWbztvD03-Cross-Platform-Mobile-Developer-Flutter-Giza-Egypt?o=156&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior PHP Developer (From Home Optional),"Izam, inc.","Mohandessin, Giza, Egypt",3 days ago,Full Time - Work From Home,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp · Information Technology (IT) · Telecommunication · PHP · PHPUnit · JavaScript · jQuery · CSS · SQL,https://wuzzuf.net/jobs/p/NsX0SEb8Y2kP-Senior-PHP-Developer-From-Home-Optional-Izam-inc-Giza-Egypt?o=157&l=sp&t=sj&a=data%20science|search-v3|hpb
Devops Engineer,WUZZUF,"Maadi, Cairo, Egypt",3 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 1 - 3 Yrs of Exp · Engineering · DevOps Computer Science · Deployment · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/tHRpVgX4XStV-Devops-Engineer-WUZZUF-Cairo-Egypt?o=158&l=sp&t=sj&a=data%20science|search-v3|hpb
QA Engineer / Software Tester,Caelum Egypt,"Mohandessin, Giza, Egypt",3 days ago,Full Time,Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · 1 - 3 Yrs of Exp · QA Engineering · Software Testing · Information Technology (IT) Computer Science,https://wuzzuf.net/jobs/p/REWdjh4iRGo4-QA-Engineer-Software-Tester-Caelum-Egypt-Giza-Egypt?o=159&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Specialist,AMM Contracting,"Cairo, Egypt",11 days ago,Full Time,Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · CCNA Computer Science · Information Technology (IT) · Installation · Software · Technical Support,https://wuzzuf.net/jobs/p/4DaNBdGttyGq-IT-Specialist-AMM-Contracting-Cairo-Egypt?o=160&l=sp&t=sj&a=data%20science|search-v3|hpb
System Analyst,Algoriza,"Cairo, Egypt",11 days ago,Full Time - Work From Home,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3+ Yrs of Exp · Business Analysis Computer Science · Information Technology (IT) · SDLC · SOA · Testing · Telecom Engineering,https://wuzzuf.net/jobs/p/GlQgvpe0Lhc7-System-Analyst-Algoriza-Cairo-Egypt?o=161&l=sp&t=sj&a=data%20science|search-v3|hpb
"Software Development Team Lead/ Full Stack Development - (Laravel, Vue, Golang)",Our Education,"Nasr City, Cairo, Egypt",17 days ago,Full Time,Manager · IT/Software Development · Engineering - Telecom/Technology · 5+ Yrs of Exp · Information Technology (IT) · Software Development · Software Engineering · Engineering Computer Science · Web Development · PHP · OOP,https://wuzzuf.net/jobs/p/z3o4zOWBaI2e-Software-Development-Team-Lead-Full-Stack-Development---Laravel-Vue-Golang-Our-Education-Cairo-Egypt?o=162&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior DOT NET Developer,TechnoWays,"Nasr City, Cairo, Egypt",12 days ago,Full Time - Work From Home,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 5 - 7 Yrs of Exp · .Net · Angular · AWS Computer Science · Database · Design · Development,https://wuzzuf.net/jobs/p/nWKxHOq9DYlS-Senior-DOT-NET-Developer-Techno-Ways-Cairo-Egypt?o=163&l=sp&t=sj&a=data%20science|search-v3|hpb
Application Support Engineer,Al Safy,"New Cairo, Cairo, Egypt",15 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 3 Yrs of Exp · application Computer Science · Customer Support · Database · computer · Engineering · Information Technology (IT) Science,https://wuzzuf.net/jobs/p/00NGcLliuPIv-Application-Support-Engineer-Al-Safy-Cairo-Egypt?o=164&l=sp&t=sj&a=data%20science|search-v3|hpb
Microsoft Dynamics CRM Principal Consultant,Systems Limited,"Cairo, Egypt",15 days ago,Full Time,Manager · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Dynamics CRM · Communication skills · CRM Computer Science · Dynamics · Customer Service · Dynamics 365,https://wuzzuf.net/jobs/p/QWFdbglZhff2-Microsoft-Dynamics-CRM-Principal-Consultant-Systems-Limited-Cairo-Egypt?o=165&l=sp&t=sj&a=data%20science|search-v3|hpb
Java Developer,axispay,"Downtown, Cairo, Egypt",6 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 3 Yrs of Exp Computer Science · Software Engineering · Engineering · Agile · XML · Information Technology (IT) · Java · Software Development,https://wuzzuf.net/jobs/p/qjLbWJ4W6clO-Java-Developer-axispay-Cairo-Egypt?o=166&l=sp&t=sj&a=data%20science|search-v3|hpb
"Agricultural Farm Manager- Potatoes, Oranges, Mango",El Teriak Industrial Group,"Abu Almatamir, Beheira, Egypt",8 days ago,Full Time,Manager · Operations/Management · Quality · Engineering - Other · 10+ Yrs of Exp · Agriculture · Quality · Quality Control · HACCP · Farming · Risk Assessment Science,https://wuzzuf.net/jobs/p/FQSAmLIg2wkc-Agricultural-Farm-Manager--Potatoes-Oranges-Mango-El-Teriak-Industrial-Group-Beheira-Egypt?o=167&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Intern,ARPUPLUS,"Agouza, Giza, Egypt",12 days ago,Internship,Student · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · MCSA · MCSE · Software Engineering · Software Development · CCNA,https://wuzzuf.net/jobs/p/wzzGmxTqK2eV-IT-Intern-ARPUPLUS-Giza-Egypt?o=168&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Specialist,Awamer Alshabaka _اوامر الشبكه,"Mansoura, Dakahlia, Egypt",16 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 2 - 3 Yrs of Exp · Communication · Communication skills Computer Science · computer · Computer Systems · Information Technology (IT) · Installation,https://wuzzuf.net/jobs/p/85bNr9VcyW10-IT-Specialist-Awamer-Alshabaka-%D8%A7%D9%88%D8%A7%D9%85%D8%B1-%D8%A7%D9%84%D8%B4%D8%A8%D9%83%D9%87-Dakahlia-Egypt?o=169&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Oracle Technical Developer,Samcrete Engineers & contractors,"Haram, Giza, Egypt",18 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 7+ Yrs of Exp · Oracle · Information Technology (IT) · Oracle Application Framework (OAF) · API · Design · Development · SQL · PL,https://wuzzuf.net/jobs/p/dDhFcZQuOcpU-Senior-Oracle-Technical-Developer-Samcrete-Engineers-contractors-Giza-Egypt?o=170&l=sp&t=sj&a=data%20science|search-v3|hpb
Junior IT Specialist,RUSH BRUSH INC,"Alexandria, Egypt",16 days ago,Full Time,Entry Level · Installation/Maintenance/Repair · IT/Software Development · 0 - 1 Yrs of Exp · Computer Engineering · CCNA Computer Science · Computer Hardware · English · Information Technology (IT) · MCSA · networks,https://wuzzuf.net/jobs/p/BUXine79SXAD-Junior-IT-Specialist-RUSH-BRUSH-INC-Alexandria-Egypt?o=171&l=sp&t=sj&a=data%20science|search-v3|hpb
Web Developer,X War,"Gharbia, Egypt",12 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp Computer Science · HTML · Information Technology (IT) · JavaScript · PHP · Programming · Software Development · Web Development,https://wuzzuf.net/jobs/p/mBobhBGmzDsT-Web-Developer-X-War-Gharbia-Egypt?o=172&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior .Net Developer,SSC Egypt,"Nasr City, Cairo, Egypt",8 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 6 - 8 Yrs of Exp Computer Science · Architecture · Design · Information Technology (IT) · Ms-SQL · Programming · Software · quality,https://wuzzuf.net/jobs/p/YwuZcvkfVuDP-Senior-Net-Developer-SSC-Egypt-Cairo-Egypt?o=173&l=sp&t=sj&a=data%20science|search-v3|hpb
Quality Head,Royal Herbs,"Alsadat City, Monufya, Egypt",12 days ago,Full Time,Manager · R&D/Science · Manufacturing/Production · Quality · 8 - 12 Yrs of Exp · Engineering · Agriculture · ISO 9001 · Pharmaceutical · Food · ISO · quality,https://wuzzuf.net/jobs/p/RWplRwBX4Hxi-Quality-Head-Royal-Herbs-Monufya-Egypt?o=174&l=sp&t=sj&a=data%20science|search-v3|hpb
Program Developer,Delta for construction and rebuilding,"New Cairo, Cairo, Egypt",8 days ago,Full Time,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 0 - 2 Yrs of Exp · C Computer Science · Database · Information Technology (IT) Science · Software Development · SQL · Programming,https://wuzzuf.net/jobs/p/TYBNf9LsSUix-Program-Developer-Delta-for-construction-and-rebuilding-Cairo-Egypt?o=175&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Full-Stack .NET Developer,ARROW Electronics,"Nasr City, Cairo, Egypt",9 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · NET · Full-Stack · Information Technology (IT) · .Net · Angular · ASP.Net Computer Science · HTML,https://wuzzuf.net/jobs/p/f3YGJ23s0o6l-Senior-Full-Stack-NET-Developer-ARROW-Electronics-Cairo-Egypt?o=176&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Database Administrator,Al Ahly Momkn for epayment,"Maadi, Cairo, Egypt",9 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp · Oracle · Information Technology (IT) · ORACLE 12C · SQL Server · OCP · SQL · OCA Computer Science,https://wuzzuf.net/jobs/p/J9gP1nztq29W-Senior-Database-Administrator-Al-Ahly-Momkn-for-e-payment-Cairo-Egypt?o=177&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Android Developer,egabi solutions,"Cairo, Egypt",9 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4 - 6 Yrs of Exp · Android Computer Science · APIs · Development · Engineering · English · Information Technology (IT) · Mobile Development,https://wuzzuf.net/jobs/p/7WR4X0Hy6Enz-Senior-Android-Developer-egabi-solutions-Cairo-Egypt?o=178&l=sp&t=sj&a=data%20science|search-v3|hpb
Quality Assurance Coordinator,Expleo,"Maadi, Cairo, Egypt",9 days ago,Full Time - Work From Home,Experienced · Administration · IT/Software Development · Quality · 2 - 3 Yrs of Exp · Communication skills · Analysis · ISTQB · QA · quality Computer Science · Quality Assurance,https://wuzzuf.net/jobs/p/BXFodwQkaYDW-Quality-Assurance-Coordinator-Expleo-Cairo-Egypt?o=179&l=sp&t=sj&a=data%20science|search-v3|hpb
"Senior Software Engineer (JavaScript, C#, ASP.Net and SQL Server)",Confidential,"Dallas, United States",15 days ago,Full Time - Work From Home,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp Computer Science · Information Technology (IT) · Software Development · Software Engineering · SaaS · .Net · ASP.Net · JavaScript,https://wuzzuf.net/jobs/p/fTZi3nfg7SqE-Senior-Software-Engineer-JavaScript-C-ASPNet-and-SQL-Server-Dallas-United-States?o=180&l=sp&t=sj&a=data%20science|search-v3|hpb
Backend Developer,Paymint,"Cairo, Egypt",2 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2+ Yrs of Exp · back-end · HTML5 · PHP · Software Development · CSS · JavaScript · DevOps · Information Technology (IT),https://wuzzuf.net/jobs/p/W0YtVdgoVtlq-Backend-Developer-Paymint-Cairo-Egypt?o=181&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Programmer,Limbic Entertainment (Cairo Office),"Heliopolis, Cairo, Egypt",2 days ago,Full Time,Experienced · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · 5+ Yrs of Exp Computer Science · Development · Engineering · Information Technology (IT) · Unreal Engine · C++,https://wuzzuf.net/jobs/p/D5Aidv7j3Rya-Senior-Programmer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=182&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior CRM Developer,SolutionsGate,"Cairo, Egypt",2 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · .Net · ASP.Net Computer Science · CRM · Information Technology (IT) · Programming · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/M5AefVTtBLci-Senior-CRM-Developer-SolutionsGate-Cairo-Egypt?o=183&l=sp&t=sj&a=data%20science|search-v3|hpb
Software Presales Engineer,Confidential,"Nasr City, Cairo, Egypt",2 days ago,Full Time,Entry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · 1 - 5 Yrs of Exp · Information Technology (IT) · Microsoft Office · Presales · business · Pre-Sales · Sales Computer Science,https://wuzzuf.net/jobs/p/TGFe558WV5pH-Software-Presales-Engineer-Cairo-Egypt?o=184&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Security Engineer,ZINAD IT,"Heliopolis, Cairo, Egypt",2 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp · Security · IT · Network Security · Engineering · Information Technology (IT) · Software · Software Development · Testing,https://wuzzuf.net/jobs/p/8021mZTUev0X-Senior-Security-Engineer-ZINAD-IT-Cairo-Egypt?o=185&l=sp&t=sj&a=data%20science|search-v3|hpb
Technical Office Engineer,Icity,"Maadi, Cairo, Egypt",2 days ago,Full Time,Experienced · Creative/Design/Art · 2 - 5 Yrs of Exp · Interior · Furniture · Engineering · Communication skills · Art Computer Science · Communication · designing · Skills,https://wuzzuf.net/jobs/p/1pZSvg3UPPY4-Technical-Office-Engineer-Icity-Cairo-Egypt?o=186&l=sp&t=sj&a=data%20science|search-v3|hpb
Python Developer,Andela,"Cairo, Egypt",3 days ago,Full Time - Freelance / Project - Work From Home,Entry Level · IT/Software Development · Engineering - Telecom/Technology · 1 - 5 Yrs of Exp Computer Science · Information Technology (IT) · Software Development · Software Engineering · Engineering · Software · Python · Technical Support,https://wuzzuf.net/jobs/p/DwrB49VUiLzT-Python-Developer-Andela-Cairo-Egypt?o=187&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Manager - Alexandria,Caduceus Lane,"Alexandria, Egypt",3 days ago,Full Time,Manager · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 5+ Yrs of Exp · Information Technology (IT) Computer Science · IT · Networking · Communication · Security · Engineering,https://wuzzuf.net/jobs/p/yeHTKHC44I6l-IT-Manager---Alexandria-Caduceus-Lane-Alexandria-Egypt?o=188&l=sp&t=sj&a=data%20science|search-v3|hpb
Android Developer,Englizya for public transportation,"Cairo, Egypt",3 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 3 Yrs of Exp · android developer · Software Development · Android · developer Computer Science · Java · Android SDK · Android studio,https://wuzzuf.net/jobs/p/FGbYnlTw9TCu-Android-Developer-Englizya-for-public-transportation-Cairo-Egypt?o=189&l=sp&t=sj&a=data%20science|search-v3|hpb
Backend Developer,Synapse Analytics,"Cairo, Egypt",3 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 5 Yrs of Exp · Django · Linux · Rest Framework · Git · Docker Computer Science · Database · DevOps,https://wuzzuf.net/jobs/p/OfOECAJ72C6q-Backend-Developer-Synapse-Analytics-Cairo-Egypt?o=190&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Demand Planning Officer,Hikma Pharmaceuticals,"Giza, Egypt",23 days ago,Full Time,Experienced · Logistics/Supply Chain · Manufacturing/Production · 2 - 4 Yrs of Exp · Demand Planning · Supply Chain · Planning Science · Microsoft Office · Communication skills · Microsoft Excel · Microsoft Powerpoint,https://wuzzuf.net/jobs/p/4hh4YcSSG6EG-Senior-Demand-Planning-Officer-Hikma-Pharmaceuticals-Giza-Egypt?o=191&l=sp&t=sj&a=data%20science|search-v3|hpb
SAP FICO Senior Consultant,WAVZ for Digital Transformation,"Maadi, Cairo, Egypt",17 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3 - 5 Yrs of Exp Computer Science · SAP · Information Technology (IT) · SQL,https://wuzzuf.net/jobs/p/aYYGKhkn1OLs-SAP-FICO-Senior-Consultant-WAVZ-for-Digital-Transformation-Cairo-Egypt?o=192&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Technical Support Specialist,Dream2000,"New Nozha, Cairo, Egypt",10 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 2 - 4 Yrs of Exp · computer · Computer Engineering Computer Science · Engineering · Information Technology (IT) · Technical Support · HelpDesk,https://wuzzuf.net/jobs/p/6B66BuB1dBkQ-IT-Technical-Support-Specialist-Dream2000-Cairo-Egypt?o=193&l=sp&t=sj&a=data%20science|search-v3|hpb
Junior Oracle Developer (Remotely),The Group,"Cairo, Egypt",25 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 3+ Yrs of Exp · PL/SQL · PL · Oracle Forms Computer Science · Oracle · oracle development · Information Technology (IT) · SQL,https://wuzzuf.net/jobs/p/9PPp23aBkh4e-Junior-Oracle-Developer-Remotely-The-Group-Cairo-Egypt?o=194&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Manager,Confidential,"Cairo, Egypt",10 days ago,Full Time,Manager · IT/Software Development · Engineering - Telecom/Technology · 7 - 10 Yrs of Exp · Information Technology (IT) · IT · ERP Computer Science · Software · Computer Engineering · Networking · Management,https://wuzzuf.net/jobs/p/KBA2j8phNmkQ-IT-Manager-Cairo-Egypt?o=195&l=sp&t=sj&a=data%20science|search-v3|hpb
ReactNative Developer,Happymonk AI Labs. Pvt. Ltd.,"Bengaluru, India",4 days ago,Full Time,Manager · IT/Software Development · Engineering - Telecom/Technology · 2 - 5 Yrs of Exp · Linux · React Native · React js · Information Technology (IT) · Software Development Computer Science · React · Web,https://wuzzuf.net/jobs/p/pcuI3r5Bobas-ReactNative-Developer-Happymonk-AI-Labs-Pvt-Ltd-Bengaluru-India?o=196&l=sp&t=sj&a=data%20science|search-v3|hpb
Network Administrator,Premier Services and Recruitment,"Smart Village, Giza, Egypt",4 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 3 - 8 Yrs of Exp · firewalls · Network Administration · switches · Routers · Cisco · Information Technology (IT) · VPN,https://wuzzuf.net/jobs/p/OZLCR65GKyuC-Network-Administrator-Premier-Services-and-Recruitment-Giza-Egypt?o=197&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Backend Developer Node.Js,Nexta,"Cairo, Egypt",5 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp · APIs · back-end · backend Computer Science · Engineering · Information Technology (IT) · JavaScript · NodeJS,https://wuzzuf.net/jobs/p/2COYjfzzen6K-Senior-Backend-Developer-NodeJs-Nexta-Cairo-Egypt?o=198&l=sp&t=sj&a=data%20science|search-v3|hpb
Regulatory Affairs Specialist - Medical Devices,dkt Egypt,"Nasr City, Cairo, Egypt",6 days ago,Full Time,Experienced · Legal · Medical/Healthcare · Pharmaceutical · 2 - 5 Yrs of Exp · Regulatory Affairs · Registeration · Pharmaceutical · New Products · Piplines · NODCAR · MoH,https://wuzzuf.net/jobs/p/NRHzk1WwBrpT-Regulatory-Affairs-Specialist---Medical-Devices-dkt-Egypt-Cairo-Egypt?o=199&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Researcher - Giza,"The Micro, Small & Medium Enterprise Development Agency","Dokki, Giza, Egypt",10 days ago,Full Time,Experienced · Business Development · Analyst/Research · 5 - 10 Yrs of Exp · Business Development · Research Analysis Political Science · Economic Statistics · International Business Development · Market Research · Business Administration,https://wuzzuf.net/jobs/p/aqcMlMYO28Hm-Senior-Researcher---Giza-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt?o=200&l=sp&t=sj&a=data%20science|search-v3|hpb
Sr. Software Technical Writer,Globaction,"6th of October, Giza, Egypt",11 days ago,Full Time,Experienced · Writing/Editorial · IT/Software Development · 2 - 5 Yrs of Exp · Software Development · Information Technology (IT) Computer Science · Technical Writing · software writer,https://wuzzuf.net/jobs/p/2Uj4CD6DFGsB-Sr-Software-Technical-Writer-Globaction-Giza-Egypt?o=201&l=sp&t=sj&a=data%20science|search-v3|hpb
Quality Management Section Head,Gap Polymers,"Maadi, Cairo, Egypt",18 days ago,Full Time,Manager · R&D/Science · Quality · 7 - 10 Yrs of Exp · quality · Quality Assurance · Quality Control · Quality Auditing · Document Control · ISO Sciences · Chemical,https://wuzzuf.net/jobs/p/t0flUS8vpSey-Quality-Management-Section-Head-Gap-Polymers-Cairo-Egypt?o=202&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior Software Development Team Lead,Globaction,"6th of October, Giza, Egypt",15 days ago,Full Time,Manager · IT/Software Development · Engineering - Telecom/Technology · 4 - 10 Yrs of Exp · Leadership · English · Innovation · creativity · Information Technology (IT) · MySQL · Software Development · SQL,https://wuzzuf.net/jobs/p/3orTuZ7xe6db-Senior-Software-Development-Team-Lead-Globaction-Giza-Egypt?o=203&l=sp&t=sj&a=data%20science|search-v3|hpb
IT Engineer,Confidential,"Qalubia, Egypt",22 days ago,Full Time,Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · 5 - 7 Yrs of Exp Computer Science · Education · Information Technology (IT) · Teaching · IT · software · Networking,https://wuzzuf.net/jobs/p/ZrhD4rmuRANc-IT-Engineer-Qalubia-Egypt?o=204&l=sp&t=sj&a=data%20science|search-v3|hpb
Magento Developer,Anspire Agency,"New Cairo, Cairo, Egypt",15 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2+ Yrs of Exp · PHP · Magento · APIs Computer Science · CSS · HTML · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/C8wMRMHX6O2T-Magento-Developer-Anspire-Agency-Cairo-Egypt?o=205&l=sp&t=sj&a=data%20science|search-v3|hpb
Senior iOS Developer,Expert Apps,"Maadi, Cairo, Egypt",18 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 5+ Yrs of Exp · APIs Computer Science · Apple · Information Technology (IT) · Development · Software Engineering · Software Development · Mobile Development,https://wuzzuf.net/jobs/p/ATGqKGPWJKtn-Senior-iOS-Developer-Expert-Apps-Cairo-Egypt?o=206&l=sp&t=sj&a=data%20science|search-v3|hpb
Full Stack Developer,Makeen,"Cairo, Egypt",11 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2 - 5 Yrs of Exp Computer Science · JavaScript · Node.js · Software Development · Information Technology (IT) · Frameworks,https://wuzzuf.net/jobs/p/uHU3zhWfc7Ys-Full-Stack-Developer-Makeen-Cairo-Egypt?o=207&l=sp&t=sj&a=data%20science|search-v3|hpb
Backend Developer PHP,Seven Square,"Alexandria, Egypt",15 days ago,Full Time,Entry Level · IT/Software Development · 0 - 4 Yrs of Exp · Information Technology (IT) · backend · APIs · Software Engineering · Laravel · MySQL · Software Development · CSS3 Computer Science,https://wuzzuf.net/jobs/p/T4YDJmbJP5DV-Backend-Developer-PHP-Seven-Square-Alexandria-Egypt?o=208&l=sp&t=sj&a=data%20science|search-v3|hpb
Cloud Architect Manager,PwC Cairo,"Cairo, Egypt",16 days ago,Full Time,Manager · IT/Software Development · Engineering - Telecom/Technology · 4+ Yrs of Exp · Architecture · AWS · Architect · Azure · Cloud · Cloud Computing · Computer Engineering Computer Science,https://wuzzuf.net/jobs/p/fP7sH63Afqf3-Cloud-Architect-Manager-PwC-Cairo-Cairo-Egypt?o=209&l=sp&t=sj&a=data%20science|search-v3|hpb
Enterprise Solutions - SAP - Success Factors– Senior Associate,PwC Cairo,"Cairo, Egypt",16 days ago,Full Time,Experienced · IT/Software Development · Engineering - Telecom/Technology · 2+ Yrs of Exp Computer Science · Information Technology (IT) · SAP · Success Factors · Solution Architect · HCM,https://wuzzuf.net/jobs/p/qVI1AG7cGI3l-Enterprise-Solutions---SAP---Success-Factors%E2%80%93-Senior-Associate-PwC-Cairo-Cairo-Egypt?o=210&l=sp&t=sj&a=data%20science|search-v3|hpb
