Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link
Senior DevOps Engineer,Tech SquAd,"6th of October, Giza, Egypt",2 months ago,Full Time,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· AWS· DevOps·Python· Docker· Jenkins· Kubernetes· Information Technology (IT)· Computer Science,https://wuzzuf.net/jobs/p/HyXvDJ80ytXE-Senior-DevOps-Engineer-Tech-SquAd-Giza-Egypt?o=128&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Engineer,Nabd,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Linux· AWS· DevOps· Software· Computer Science· Software Development· Information Technology (IT)·Python,https://wuzzuf.net/jobs/p/GpAtZeXYJ0Gb-Senior-DevOps-Engineer-Nabd-Cairo-Egypt?o=129&l=sp&t=sj&a=python|search-v3|hpb
Software Testing Team Leader,360Imaging,"Dokki, Giza, Egypt",2 months ago,Full Time - Work From Home,Manager · 7+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Software· Software Development· Software Testing· Test Automation· Jira· Computer Science· Information Technology (IT),https://wuzzuf.net/jobs/p/EJZA8LiNcFKm-Software-Testing-Team-Leader-360Imaging-Giza-Egypt?o=130&l=sp&t=sj&a=python|search-v3|hpb
Senior Full Stack Developer (NodeJS/React),Standout Solutions,"New Cairo, Cairo, Egypt",2 months ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Engineering· Compuer Science· IT· Information Technology· Full Stack Developement· Firebase· MySQL· Oracle,https://wuzzuf.net/jobs/p/xelnL9VPZz7L-Senior-Full-Stack-Developer-NodeJSReact-Standout-Solutions-Cairo-Egypt?o=131&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Unifonic,"Cairo, Egypt",2 months ago,Full Time - Work From Home,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Docker· DevOps· Kubernetes· AWS· CI/CD· Jenkins· Terraform· Agile,https://wuzzuf.net/jobs/p/YXht2sxZ843R-Senior-Devops-Engineer-Unifonic-Cairo-Egypt?o=132&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,beetleware,"Sheraton, Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Odoo· English· Computer Science· Github· Programming·Python· PostgreSQL· Information Technology (IT),https://wuzzuf.net/jobs/p/B1anSQy9LJOj-Odoo-Developer-beetleware-Cairo-Egypt?o=133&l=sp&t=sj&a=python|search-v3|hpb
Senior Backend Developer,Ctopya,"Cairo, Egypt",2 months ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· back-end· Computer Science· front-end· Information Technology (IT)· PHP· Java·Python· Programming,https://wuzzuf.net/jobs/p/OKPCcvAYpdUw-Senior-Backend-Developer-Ctopya-Cairo-Egypt?o=134&l=sp&t=sj&a=python|search-v3|hpb
Data Management Lead,BBIConsultancy,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other· Computer Science· ETL· NoSQL·Python· Information Technology (IT)· Big Data· Programming,https://wuzzuf.net/jobs/p/SdHOKve7F7Ji-Data-Management-Lead-BBI-Consultancy-Cairo-Egypt?o=135&l=sp&t=sj&a=python|search-v3|hpb
Senior Back End Developer,Charisma Design,"Cairo, Egypt",2 months ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· PostgreSQL· PHP· MySQL· VueJS· Laravel· Node.js· Laravel Framework·Python,https://wuzzuf.net/jobs/p/MW8JfsJyv0Kl-Senior-Back-End-Developer-Charisma-Design-Cairo-Egypt?o=136&l=sp&t=sj&a=python|search-v3|hpb
"Senior / Staff Digital Design Engineer ""WIP""",SiVision,"Sheraton, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Electronics· Engineering· Design· IC design· Digital Design· Communication Engineering· Information Technology (IT)·Python,https://wuzzuf.net/jobs/p/1EeMZmI9qkPt-Senior-Staff-Digital-Design-Engineer-WIP-Si-Vision-Cairo-Egypt?o=137&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,YDS yasar digital services,"Sheikh Zayed, Giza, Egypt",2 months ago,Full Time,Entry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Linux· Odoo·Python· Django· Computer Science· Software Development· Coding,https://wuzzuf.net/jobs/p/tLuneHNc4t31-Odoo-Developer-YDS-yasar-digital-services-Giza-Egypt?o=138&l=sp&t=sj&a=python|search-v3|hpb
Team lead front-end developer,Ctopya,"Cairo, Egypt",2 months ago,Full Time,Manager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Development· Frontend· Information Technology (IT)· Java· JavaScript· Programming·Python,https://wuzzuf.net/jobs/p/NGWsOpU0VtKJ-Team-lead-front-end-developer-Ctopya-Cairo-Egypt?o=139&l=sp&t=sj&a=python|search-v3|hpb
Team lead Back-end developer,Ctopya,"Cairo, Egypt",2 months ago,Full Time,Manager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Information Technology (IT)· Design· Java· Lead· PHP·Python· Software Development,https://wuzzuf.net/jobs/p/iN0VsGcKLtbt-Team-lead-Back-end-developer-Ctopya-Cairo-Egypt?o=140&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Developer,Ctopya,"Cairo, Egypt",2 months ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Communication skills· Computer Science· Information Technology (IT)· Java· Mongo· MySQL· PHP· Linux,https://wuzzuf.net/jobs/p/g9GoaK8IeDKq-Senior-DevOps-Developer-Ctopya-Cairo-Egypt?o=141&l=sp&t=sj&a=python|search-v3|hpb
Ruby On Rails Developer - Remote,GetTechForce.com,"Cairo, Egypt",2 months ago,Full Time - Work From Home,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Ruby· Agile· Computer Science· CSS· DevOps· Engineering· HTML· Information Technology (IT),https://wuzzuf.net/jobs/p/ENfW1pJWnnvL-Ruby-On-Rails-Developer---Remote-GetTechForce-com-Cairo-Egypt?o=142&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Centione,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology ·Python· OpenERP· Odoo· Web Development· GitHub· Linux·Core Python· Ubuntu,https://wuzzuf.net/jobs/p/2UOvkpwSC2Lg-Odoo-Developer-Centione-Cairo-Egypt?o=143&l=sp&t=sj&a=python|search-v3|hpb
Software Solution Architect - (Cairo),SSC Egypt,"Cairo, Egypt",2 months ago,Full Time,Experienced · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Software Development· Software· Architect· Solution Architect· Java· CD· Information Technology (IT)· Computer Science,https://wuzzuf.net/jobs/p/OkIwm549SSjm-Software-Solution-Architect---Cairo-SSC-Egypt-Cairo-Egypt?o=144&l=sp&t=sj&a=python|search-v3|hpb
Junior ERPNext Developer,Confidential,"Azarita, Alexandria, Egypt",2 months ago,Part Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· ERPNext· Software Development· English· Information Technology (IT)·Python· SQL· JavaScript· CSS,https://wuzzuf.net/jobs/p/02AnMBdeFWfT-Junior-ERPNext-Developer-Alexandria-Egypt?o=145&l=sp&t=sj&a=python|search-v3|hpb
Data Quality Assurance Analyst Engineer,Z2 Data,"Banha, Qalubia, Egypt",2 months ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Analysis· Communication· Communication skills· Computer Science· Data Analysis· Engineering· Programming,https://wuzzuf.net/jobs/p/QnFroqBmeTIy-Data-Quality-Assurance-Analyst-Engineer-Z2-Data-Qalubia-Egypt?o=146&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Engineer,"Nile Bits, LLC","Nasr City, Cairo, Egypt",2 months ago,Full Time - Work From Home,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· DevOps· Agile· Git· Azure· Information Technology (IT)· Computer Science· Software Engineering· Docker,https://wuzzuf.net/jobs/p/jfWVdlXuHmks-Senior-DevOps-Engineer-Nile-Bits-LLC-Cairo-Egypt?o=147&l=sp&t=sj&a=python|search-v3|hpb
Junior Java Developer,Icity,"Maadi, Cairo, Egypt",2 months ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Java· JavaScript· Information Technology (IT)· Software Development· Computer Science· Engineering· Programming·Python,https://wuzzuf.net/jobs/p/JHjY8BNUxcpT-Junior-Java-Developer-Icity-Cairo-Egypt?o=148&l=sp&t=sj&a=python|search-v3|hpb
Senior Computer Vision Engineer,Tech SquAd,"6th of October, Giza, Egypt",2 months ago,Full Time,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Vision· Machine Learning· Deep Learning· Algorithms· Information Technology (IT)· Software Engineering· Engineering· Computer Science,https://wuzzuf.net/jobs/p/iE8vtw4pEoPr-Senior-Computer-Vision-Engineer-Tech-SquAd-Giza-Egypt?o=149&l=sp&t=sj&a=python|search-v3|hpb
Senior Data Scientist,Nana,"Sheraton, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 6 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology· Machine Learning·Python· R· data scientist· Computer Science· Cloud· Software Development,https://wuzzuf.net/jobs/p/VNMH2hByeVW8-Senior-Data-Scientist-Nana-Cairo-Egypt?o=150&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Tester (Manual & Automation),FlairsTech,"Maadi, Cairo, Egypt",2 days ago,Full Time - Work From Home,Experienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Testing· QC· Manual Tester· Computer Science· Quality Control· Information Technology (IT)· Quality Assurance,https://wuzzuf.net/jobs/p/EWFaL5ap1fwE-Senior-Software-Tester-Manual-Automation-FlairsTech-Cairo-Egypt?o=151&l=sp&t=sj&a=python|search-v3|hpb
Senior Application Architect,CST Systems,"New Cairo, Cairo, Egypt",7 days ago,Full Time,Experienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Design· Information Technology (IT)· Software· Software Development· Software Engineering· Computer Science· Architecture· Microservices,https://wuzzuf.net/jobs/p/UVXyVjLIdtOT-Senior-Application-Architect-CST-Systems-Cairo-Egypt?o=152&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,Synapse Analytics,"Cairo, Egypt",2 months ago,Full Time,"Experienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Django· Kubernetes· Docker· IP, TCP, UDP· Linux· Git",https://wuzzuf.net/jobs/p/hm73VVLFrd33-Devops-Engineer-Synapse-Analytics-Cairo-Egypt?o=153&l=sp&t=sj&a=python|search-v3|hpb
Software Development Team Manager,International Advanced,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Manager · 10+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology· Agile· Computer Science· Engineering· Information Technology (IT)· Software Development· Software Engineering· CSS,https://wuzzuf.net/jobs/p/GbBv4cibq5F1-Software-Development-Team-Manager-International-Advanced-Cairo-Egypt?o=154&l=sp&t=sj&a=python|search-v3|hpb
Technical Lead (Back End),LxT,"Mohandessin, Giza, Egypt",16 days ago,Full Time,Manager · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Agile· Cloud· Docker· Engineering· Git· Programming· Software Development,https://wuzzuf.net/jobs/p/H6v2BSpbvBJW-Technical-Lead-Back-End-LxT-Giza-Egypt?o=155&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Developer,SEOS7,"6th of October, Giza, Egypt",20 days ago,Work From Home,Experienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Full Stack· JavaScript· PHP· CSS· HTML· MySQL· jQuery· Information Technology (IT),https://wuzzuf.net/jobs/p/r2M8RcCwlqfg-Full-Stack-Developer-SEOS7-Giza-Egypt?o=156&l=sp&t=sj&a=python|search-v3|hpb
Java tech lead,A1Softech,"New Cairo, Cairo, Egypt",8 days ago,Full Time,Manager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Java· Lead· team lead· Computer Science· Information Technology (IT)· Spring· Agile· Software Development,https://wuzzuf.net/jobs/p/NPIf6hAsZNHz-Java-tech-lead-A1Softech-Cairo-Egypt?o=157&l=sp&t=sj&a=python|search-v3|hpb
Software Tester,Confidential,"Nasr City, Cairo, Egypt",10 days ago,Full Time,Experienced · 4+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Data Warehouse· Data Warehousing· Agile· Quality Control· Software Testing· Quality Assurance· quality,https://wuzzuf.net/jobs/p/cqJwHOfdw8Dl-Software-Tester-Cairo-Egypt?o=158&l=sp&t=sj&a=python|search-v3|hpb
Programming / Computer Science Instructor for Students,EduZone,"Cairo, Egypt",11 days ago,Full Time - Part Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching· Software Development· Software Engineering· Java Software Development· Android Software· Computer Science· Computer Engineering· Computer Systems,https://wuzzuf.net/jobs/p/n33MR42mAdJs-Programming-Computer-Science-Instructor-for-Students-Edu-Zone-Cairo-Egypt?o=159&l=sp&t=sj&a=python|search-v3|hpb
Senior Backend Developer,HOLOULYIT,"New Cairo, Cairo, Egypt",25 days ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· backend· Software Development· Computer Science· Information Technology (IT)· Software Engineering· Bugs· Writing· Software engineer,https://wuzzuf.net/jobs/p/pzBfUcMWnIvb-Senior-Backend-Developer-HOLOULYIT-Cairo-Egypt?o=160&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Developer,Egyptian Medical Syndicates Union,"Garden City, Cairo, Egypt",16 days ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· API· Computer Science· Development· backend· Java· Linux· Programming· JavaScript,https://wuzzuf.net/jobs/p/d4bzQ5cHDFTh-Full-Stack-Developer-Egyptian-Medical-Syndicates-Union-Cairo-Egypt?o=161&l=sp&t=sj&a=python|search-v3|hpb
Senior Technical Support Engineer,Viavi Solutions,"Maadi, Cairo, Egypt",19 days ago,Full Time,Experienced · 4 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Technical support engineer· Technical Support· Support engineer· Support· Computer Science· Computer Engineering· IT,https://wuzzuf.net/jobs/p/c5SYjigoBVo1-Senior-Technical-Support-Engineer-Viavi-Solutions-Cairo-Egypt?o=162&l=sp&t=sj&a=python|search-v3|hpb
Security Engineer – Data & Analytics (Work From Home),SSC Egypt,"Cairo, Egypt",19 days ago,Full Time - Work From Home,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Engineering· Computer Science· Analytics· Engineering· Data· Information Technology (IT)· Security· CISA,https://wuzzuf.net/jobs/p/iqeZWv0TT6TG-Security-Engineer-%E2%80%93-Data-Analytics-Work-From-Home-SSC-Egypt-Cairo-Egypt?o=163&l=sp&t=sj&a=python|search-v3|hpb
DevOps/ProdOPS Engineer.,Cegedim,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Computer Engineering· Information Technology (IT)· DevOps· ProdOPS· Gradle· Git· Openshift,https://wuzzuf.net/jobs/p/i0D3wtlw5vRn-DevOpsProdOPS-Engineer-Cegedim-Cairo-Egypt?o=164&l=sp&t=sj&a=python|search-v3|hpb
Backend Developer,Paymint,"Cairo, Egypt",23 days ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· back-end· HTML5· PHP· Software Development· CSS· JavaScript· DevOps· Information Technology (IT),https://wuzzuf.net/jobs/p/W0YtVdgoVtlq-Backend-Developer-Paymint-Cairo-Egypt?o=165&l=sp&t=sj&a=python|search-v3|hpb
GIS Technical Writer,Confidential,"Heliopolis, Cairo, Egypt",26 days ago,Full Time,Experienced · 7+ Yrs of Exp · Writing/Editorial · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Java· Software· Writing· Technical Writing· Computer Science· Documentation,https://wuzzuf.net/jobs/p/LPd30ZLHiqKU-GIS-Technical-Writer-Cairo-Egypt?o=166&l=sp&t=sj&a=python|search-v3|hpb
Unity Instructor,iSchool,"Nasr City, Cairo, Egypt",26 days ago,Full Time - Part Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor· Computer Science· Software Engineering· Coding· Ed-tech· Steam· Stem· STEAM,https://wuzzuf.net/jobs/p/TM2YYOkZs7O8-Unity-Instructor-iSchool-Cairo-Egypt?o=167&l=sp&t=sj&a=python|search-v3|hpb
Coding Coach,iSchool,"Nasr City, Cairo, Egypt",26 days ago,Part Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Training/Instructor· Computer Science· Software Engineering· Coding· Ed-tech· Steam· Stem· STEAM· STEM,https://wuzzuf.net/jobs/p/8lqSBkNL3h9r-Coding-Coach-iSchool-Cairo-Egypt?o=168&l=sp&t=sj&a=python|search-v3|hpb
Senior Angular Engineer,Evolvice GmbH,"Maadi, Cairo, Egypt",28 days ago,Full Time,Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Agile· Angular· English· Frontend· Computer Science· Information Technology (IT)· Software Development,https://wuzzuf.net/jobs/p/wPxKhG6oK1BV-Senior-Angular-Engineer-Evolvice-GmbH-Cairo-Egypt?o=169&l=sp&t=sj&a=python|search-v3|hpb
IT Application Development and Support Engineer,American International School,"Sheikh Zayed, Giza, Egypt",12 days ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development· Software Development· Information Technology (IT)· Software Engineering,https://wuzzuf.net/jobs/p/UUkS9bHLx0od-IT-Application-Development-and-Support-Engineer-American-International-School-Giza-Egypt?o=170&l=sp&t=sj&a=python|search-v3|hpb
Devops Engineer,Agile Technologies,"Maadi, Cairo, Egypt",19 days ago,Full Time - Shift Based,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Software Development· DevOps· Information Technology (IT)· Programming· Systems· IT· SQL· Computer Science,https://wuzzuf.net/jobs/p/2ucee90lRVwo-Devops-Engineer-Agile-Technologies-Cairo-Egypt?o=171&l=sp&t=sj&a=python|search-v3|hpb
Senior RPA Developer,Centro CDX,"Maadi, Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· RPA· Roboticprocessautomation· Automation· UiPath· Information Technology (IT)· Agile· APIs· .net core,https://wuzzuf.net/jobs/p/OjaDd60jT87n-Senior-RPA-Developer-Centro-CDX-Cairo-Egypt?o=172&l=sp&t=sj&a=python|search-v3|hpb
Development Team Leader,Bevatel,"Dokki, Giza, Egypt",1 month ago,Full Time,Manager · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· CSS· HTML· PHP· JavaScript· MySQL· Laravel· market search,https://wuzzuf.net/jobs/p/kzi9uQHz1rmJ-Development-Team-Leader-Bevatel-Giza-Egypt?o=173&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Developer (.Net Core & Angular),SmartTech Systems,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· .Net· Angular· ASP.Net· Information Technology (IT)· Software Development· Web Development· SQL· JavaScript,https://wuzzuf.net/jobs/p/t4SPolI52vZZ-Full-Stack-Developer-Net-Core-Angular-SmartTech-Systems-Cairo-Egypt?o=174&l=sp&t=sj&a=python|search-v3|hpb
Sr. DevOps Engineer - Jordan,Confidential,"Amman, Jordan",1 month ago,Full Time,Experienced · 5 - 10 Yrs of Exp · IT/Software Development· Software Development· Operations Management· Full Stack Development,https://wuzzuf.net/jobs/p/oJwYcBXPBOPM-Sr-DevOps-Engineer---Jordan-Amman-Jordan?o=175&l=sp&t=sj&a=python|search-v3|hpb
Web Developer,LavaLoon,"Nasr City, Cairo, Egypt",24 days ago,Full Time,Entry Level · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· JavaScript· WordPress· Information Technology (IT)· Software Development· Software Engineering· English· Computer Science· Configuration,https://wuzzuf.net/jobs/p/BR1asOhMsI15-Web-Developer-LavaLoon-Cairo-Egypt?o=176&l=sp&t=sj&a=python|search-v3|hpb
DevOps Operations Specialist,B.TECH,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology· Logistics· Computer Science· Infrastructure· Networking· ERP· IT· Operations,https://wuzzuf.net/jobs/p/NHWwQiJ9KIh6-DevOps-Operations-Specialist-B-TECH-Cairo-Egypt?o=177&l=sp&t=sj&a=python|search-v3|hpb
DevOps Operations Manager,B.TECH,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 8 - 10 Yrs of Exp · Operations/Management· Operations· Computer Science· Agile· IT· Management· infrastucture· Data Center Management,https://wuzzuf.net/jobs/p/6hbifyWvX3FJ-DevOps-Operations-Manager-B-TECH-Cairo-Egypt?o=178&l=sp&t=sj&a=python|search-v3|hpb
Senior Odoo Developer,aliaict,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Experienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Computer Science· CSS· Agile· Information Technology (IT)· HTML· Software Development· Odoo,https://wuzzuf.net/jobs/p/7mJDeojUvaSJ-Senior-Odoo-Developer-aliaict-Cairo-Egypt?o=179&l=sp&t=sj&a=python|search-v3|hpb
Data Engineer,Paymob Solutions,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology· Cloud· AWS· Computer Engineering· Data· Scala· Information Technology (IT)· Computer Science,https://wuzzuf.net/jobs/p/keFORcJKZJDT-Data-Engineer-Paymob-Solutions-Cairo-Egypt?o=180&l=sp&t=sj&a=python|search-v3|hpb
Networks Director,MHGroup,"Dokki, Giza, Egypt",1 month ago,Full Time,Senior Management · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Engineering· Information Technology (IT)· Networking· Networks,https://wuzzuf.net/jobs/p/FESWLBYOjmQo-Networks-Director-MH-Group-Giza-Egypt?o=181&l=sp&t=sj&a=python|search-v3|hpb
Revenue Assurance Specialist,BBIConsultancy,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Revenue Assurance (RA)· Engineering· Oracle SQL· QA· Oracle· Quality Assurance· Quality Control· SQL,https://wuzzuf.net/jobs/p/TygIXUYbiAaQ-Revenue-Assurance-Specialist-BBI-Consultancy-Cairo-Egypt?o=182&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Web Developer - For Multinational,Popul8IT,"Cairo, Egypt",1 month ago,Part Time - Freelance / Project - Work From Home,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· javaScript· English· Design· Programming· Web· Testing· UX,https://wuzzuf.net/jobs/p/uUqLVpMM3y6O-Full-Stack-Web-Developer---For-Multinational-Popul8IT-Cairo-Egypt?o=183&l=sp&t=sj&a=python|search-v3|hpb
Unity Game Developer,iSchool,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 7 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· 3D· Computer Science· Game· Game development· Information Technology (IT)· Programming· Software Development,https://wuzzuf.net/jobs/p/mghdbkX1GQln-Unity-Game-Developer-iSchool-Cairo-Egypt?o=184&l=sp&t=sj&a=python|search-v3|hpb
Assistant Lecturer – Digital Media,El Sewedy Education  The Knowledge Hub Universities,"New Capital, Cairo, Egypt",1 month ago,Full Time,Experienced · 5+ Yrs of Exp · Creative/Design/Art · Media/Journalism/Publishing · Education/Teaching· Art· Digital Media· Design· Education· Teaching· Lecturer· Media,https://wuzzuf.net/jobs/p/kJE9aH6oZJaK-Assistant-Lecturer-%E2%80%93-Digital-Media-El-Sewedy-Education---The-Knowledge-Hub-Universities-Cairo-Egypt?o=185&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Developer (.NET Centric),TMentors,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· .Net Core· .Net· Information Technology (IT)· Software Development· Computer Science· .NET· Software Engineering· Node.js,https://wuzzuf.net/jobs/p/vWmzI1wZouQr-Senior-Software-Developer-NET-Centric-TMentors-Cairo-Egypt?o=186&l=sp&t=sj&a=python|search-v3|hpb
Computer Science/Coach,iSchool,"Nasr City, Cairo, Egypt",2 months ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor· Computer Science· Software Engineering· Coding· Ed-tech· Steam· Stem· STEAM,https://wuzzuf.net/jobs/p/auaBOHMdQdJq-Computer-ScienceCoach-iSchool-Cairo-Egypt?o=187&l=sp&t=sj&a=python|search-v3|hpb
Computer Science Coach - Part Time,iSchool,"Nasr City, Cairo, Egypt",2 months ago,Part Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor· Computer Science· Software Engineering· Coding· Ed-tech· Steam· Stem· STEAM,https://wuzzuf.net/jobs/p/6a3S1racRVKu-Computer-Science-Coach---Part-Time-iSchool-Cairo-Egypt?o=188&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Paymob Solutions,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Science· AWS· Information Technology (IT)· Ansible· RDS· EC2· Kubernetes· MongoDB,https://wuzzuf.net/jobs/p/yHA7XcIQwVWf-Senior-Devops-Engineer-Paymob-Solutions-Cairo-Egypt?o=189&l=sp&t=sj&a=python|search-v3|hpb
PHP Web Developer,(MSA) October University,"6th of October, Giza, Egypt",2 months ago,Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Engineering· Computer Science· HTML5· JavaScript· CSS3· Web Development· PHP· Laravel,https://wuzzuf.net/jobs/p/GfBnlzzPaH61-PHP-Web-Developer-MSA-October-University-Giza-Egypt?o=190&l=sp&t=sj&a=python|search-v3|hpb
Frontend Software Engineer with React,RB Solutions sp. z o.o.,"Cairo, Egypt",2 months ago,Full Time - Work From Home,Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology· React· JavaScript· Software Development· Software· Computer Engineering· Information Technology (IT),https://wuzzuf.net/jobs/p/FkKpOo06mf3Y-Frontend-Software-Engineer-with-React-RB-Solutions-sp-z-o-o-Cairo-Egypt?o=191&l=sp&t=sj&a=python|search-v3|hpb
